"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","air"
"TIMESTAMP","RECORD","AirTC_Avg","RH"
"TS","RN","Deg C","%"
"","","Avg","Smp"
"2018-08-20 10:00:00",910,23.54,80.6
"2018-08-20 11:00:00",911,25.15,70.72
"2018-08-20 12:00:00",912,26.25,59.97
"2018-08-20 13:00:00",913,27.6,60.33
"2018-08-20 14:00:00",914,28.37,63.3
"2018-08-20 15:00:00",915,28.34,69.26
"2018-08-20 16:00:00",916,28.29,65.31
"2018-08-20 17:00:00",917,28.42,63.88
"2018-08-20 18:00:00",918,27.19,73.1
"2018-08-20 19:00:00",919,24.52,81.8
"2018-08-20 20:00:00",920,23.33,84.3
"2018-08-20 21:00:00",921,22.51,87.2
"2018-08-20 22:00:00",922,22.27,85.6
"2018-08-20 23:00:00",923,21.96,86.8
"2018-08-21 00:00:00",924,21.67,85.6
"2018-08-21 01:00:00",925,21.63,85.3
"2018-08-21 02:00:00",926,21.49,86.2
"2018-08-21 03:00:00",927,21.54,84.4
"2018-08-21 04:00:00",928,21.65,82.2
"2018-08-21 05:00:00",929,21.78,82.3
"2018-08-21 06:00:00",930,21.77,82.6
"2018-08-21 07:00:00",931,21.85,84.3
"2018-08-21 08:00:00",932,22.49,76.47
"2018-08-21 09:00:00",933,23.71,77.37
"2018-08-21 10:00:00",934,23.87,77.6
"2018-08-21 11:00:00",935,25.53,80.5
"2018-08-21 12:00:00",936,26.94,78.74
"2018-08-21 13:00:00",937,25.65,81.2
"2018-08-21 14:00:00",938,25.3,79.72
"2018-08-21 15:00:00",939,22.86,90
"2018-08-21 16:00:00",940,23.29,83.1
"2018-08-21 17:00:00",941,25.29,82.4
"2018-08-21 18:00:00",942,24.14,92.3
"2018-08-21 19:00:00",943,23.02,96.2
"2018-08-21 20:00:00",944,21.9,96.3
"2018-08-21 21:00:00",945,20.91,98.5
"2018-08-21 22:00:00",946,20.42,99.8
"2018-08-21 23:00:00",947,20.34,98.5
"2018-08-22 00:00:00",948,20.47,99.1
"2018-08-22 01:00:00",949,20.44,98.5
"2018-08-22 02:00:00",950,20.37,98.9
"2018-08-22 03:00:00",951,20.37,99.5
"2018-08-22 04:00:00",952,20.31,99.8
"2018-08-22 05:00:00",953,20.04,100
"2018-08-22 06:00:00",954,19.86,99.9
"2018-08-22 07:00:00",955,19.38,100
"2018-08-22 08:00:00",956,19.09,99
"2018-08-22 09:00:00",957,19.17,89.3
"2018-08-22 10:00:00",958,20.09,84.8
"2018-08-22 11:00:00",959,21.25,81.4
"2018-08-22 12:00:00",960,21.79,78.45
"2018-08-22 13:00:00",961,21.7,81.2
"2018-08-22 14:00:00",962,21.58,74.6
"2018-08-22 15:00:00",963,22.46,68
"2018-08-22 16:00:00",964,22.75,61.13
"2018-08-22 17:00:00",965,22.8,70.46
"2018-08-22 18:00:00",966,21.67,65.82
"2018-08-22 19:00:00",967,20.72,62.58
"2018-08-22 20:00:00",968,19.28,71.15
"2018-08-22 21:00:00",969,17.34,74.49
"2018-08-22 22:00:00",970,16.81,82.5
"2018-08-22 23:00:00",971,16.39,84
"2018-08-23 00:00:00",972,15.72,83.5
"2018-08-23 01:00:00",973,15.19,89.5
"2018-08-23 02:00:00",974,14.5,90.8
"2018-08-23 03:00:00",975,14.14,95.5
"2018-08-23 04:00:00",976,13.38,98.5
"2018-08-23 05:00:00",977,12.95,99.8
"2018-08-23 06:00:00",978,12.48,100
"2018-08-23 07:00:00",979,12.1,100
"2018-08-23 08:00:00",980,12.59,96
"2018-08-23 09:00:00",981,14.58,87.5
"2018-08-23 10:00:00",982,16.62,79.64
"2018-08-23 11:00:00",983,18.42,62.36
"2018-08-23 12:00:00",984,20.05,52.22
"2018-08-23 13:00:00",985,20.99,55.49
"2018-08-23 14:00:00",986,21.54,51.98
"2018-08-23 15:00:00",987,21.8,52.34
"2018-08-23 16:00:00",988,22.71,49.67
"2018-08-23 17:00:00",989,23.17,42.78
"2018-08-23 18:00:00",990,23.14,47.14
"2018-08-23 19:00:00",991,22.95,56.46
"2018-08-23 20:00:00",992,21.61,53.87
"2018-08-23 21:00:00",993,18.95,72.79
"2018-08-23 22:00:00",994,16.65,83.5
"2018-08-23 23:00:00",995,16.02,76.48
"2018-08-24 00:00:00",996,15.98,76.23
"2018-08-24 01:00:00",997,15.71,81.4
"2018-08-24 02:00:00",998,14.84,87.1
"2018-08-24 03:00:00",999,14.61,88.3
"2018-08-24 04:00:00",1000,14.39,91.9
"2018-08-24 05:00:00",1001,13.18,95.2
"2018-08-24 06:00:00",1002,12.96,91.9
"2018-08-24 07:00:00",1003,13.05,92.9
"2018-08-24 08:00:00",1004,13.59,84.1
"2018-08-24 09:00:00",1005,16.4,72.86
"2018-08-24 10:00:00",1006,19.51,58.45
"2018-08-24 11:00:00",1007,22.12,57.5
"2018-08-24 12:00:00",1008,23.5,49.76
"2018-08-24 13:00:00",1009,24.52,52.57
"2018-08-24 14:00:00",1010,24.71,45.49
"2018-08-24 15:00:00",1011,25.29,49.57
"2018-08-24 16:00:00",1012,25.92,42.88
"2018-08-24 17:00:00",1013,26.05,44.31
"2018-08-24 18:00:00",1014,25.89,47.92
"2018-08-24 19:00:00",1015,24.6,49
"2018-08-24 20:00:00",1016,22.83,68.2
"2018-08-24 21:00:00",1017,20.22,81
"2018-08-24 22:00:00",1018,19.16,71.15
"2018-08-24 23:00:00",1019,18.45,78.56
"2018-08-25 00:00:00",1020,18.03,67.77
"2018-08-25 01:00:00",1021,18.83,71.62
"2018-08-25 02:00:00",1022,18.12,68.7
"2018-08-25 03:00:00",1023,18.09,70.16
"2018-08-25 04:00:00",1024,17.68,72.17
"2018-08-25 05:00:00",1025,17.01,74.79
"2018-08-25 06:00:00",1026,16.49,77.96
"2018-08-25 07:00:00",1027,16.33,80.2
"2018-08-25 08:00:00",1028,16.52,78.76
"2018-08-25 09:00:00",1029,17.19,78.61
"2018-08-25 10:00:00",1030,19.22,66.32
"2018-08-25 11:00:00",1031,21.57,64.35
"2018-08-25 12:00:00",1032,21.85,65.7
"2018-08-25 13:00:00",1033,23.21,60.93
"2018-08-25 14:00:00",1034,23.43,64.21
"2018-08-25 15:00:00",1035,24.49,63.45
"2018-08-25 16:00:00",1036,23.15,69.96
"2018-08-25 17:00:00",1037,22.74,73.01
"2018-08-25 18:00:00",1038,22.87,73.13
"2018-08-25 19:00:00",1039,22.59,72.15
"2018-08-25 20:00:00",1040,21.67,77.11
"2018-08-25 21:00:00",1041,20.6,78.34
"2018-08-25 22:00:00",1042,20.26,80
"2018-08-25 23:00:00",1043,19.72,83
"2018-08-26 00:00:00",1044,19.6,80.5
"2018-08-26 01:00:00",1045,19.88,80.4
"2018-08-26 02:00:00",1046,20.1,83.4
"2018-08-26 03:00:00",1047,19.84,79.46
"2018-08-26 04:00:00",1048,19.8,80.6
"2018-08-26 05:00:00",1049,19.45,80
"2018-08-26 06:00:00",1050,19.53,79.9
"2018-08-26 07:00:00",1051,18.99,98.3
"2018-08-26 08:00:00",1052,18.21,96.6
"2018-08-26 09:00:00",1053,19.26,94.2
"2018-08-26 10:00:00",1054,20.04,89.3
"2018-08-26 11:00:00",1055,21.5,81.1
"2018-08-26 12:00:00",1056,22.03,89
"2018-08-26 13:00:00",1057,22.38,88.7
"2018-08-26 14:00:00",1058,23.51,82.4
"2018-08-26 15:00:00",1059,23.7,87.7
"2018-08-26 16:00:00",1060,23.87,87
"2018-08-26 17:00:00",1061,23.89,86.6
"2018-08-26 18:00:00",1062,24.48,86.2
"2018-08-26 19:00:00",1063,24.39,90.2
"2018-08-26 20:00:00",1064,23.1,96.2
"2018-08-26 21:00:00",1065,22.47,97.8
"2018-08-26 22:00:00",1066,22.17,98.2
"2018-08-26 23:00:00",1067,22.1,98.4
"2018-08-27 00:00:00",1068,22.22,97.8
"2018-08-27 01:00:00",1069,22.36,95.4
"2018-08-27 02:00:00",1070,22.05,99.6
"2018-08-27 03:00:00",1071,21.92,96.6
"2018-08-27 04:00:00",1072,22.25,96.7
"2018-08-27 05:00:00",1073,22.07,97.8
"2018-08-27 06:00:00",1074,21.71,99.5
"2018-08-27 07:00:00",1075,21.56,100
"2018-08-27 08:00:00",1076,21.68,96.6
"2018-08-27 09:00:00",1077,22.92,95
"2018-08-27 10:00:00",1078,23.83,88.5
"2018-08-27 11:00:00",1079,25.69,78.79
"2018-08-27 12:00:00",1080,27.35,76.16
"2018-08-27 13:00:00",1081,28.41,73.66
"2018-08-27 14:00:00",1082,29.48,62.01
"2018-08-27 15:00:00",1083,28.72,71.57
"2018-08-27 16:00:00",1084,30.1,58.16
"2018-08-27 17:00:00",1085,28.4,76.7
"2018-08-27 18:00:00",1086,24.15,80.9
"2018-08-27 19:00:00",1087,24.97,81.8
"2018-08-27 20:00:00",1088,24.61,90
"2018-08-27 21:00:00",1089,23.39,91.2
"2018-08-27 22:00:00",1090,22.73,90
"2018-08-27 23:00:00",1091,22.26,90.2
"2018-08-28 00:00:00",1092,22.6,88.9
"2018-08-28 01:00:00",1093,22.41,94.4
"2018-08-28 02:00:00",1094,22.24,96.2
"2018-08-28 03:00:00",1095,22.21,95.9
"2018-08-28 04:00:00",1096,22.01,95.8
"2018-08-28 05:00:00",1097,21.92,96.4
"2018-08-28 06:00:00",1098,21.79,94.5
"2018-08-28 07:00:00",1099,21.74,96.1
"2018-08-28 08:00:00",1100,22.25,85.5
"2018-08-28 09:00:00",1101,24.14,83.5
"2018-08-28 10:00:00",1102,26.1,75.96
"2018-08-28 11:00:00",1103,27.44,70.65
"2018-08-28 12:00:00",1104,28.13,68.2
"2018-08-28 13:00:00",1105,28.8,62.32
"2018-08-28 14:00:00",1106,29.02,66.13
"2018-08-28 15:00:00",1107,29.85,58.71
"2018-08-28 16:00:00",1108,30.31,58.82
"2018-08-28 17:00:00",1109,30.68,57.96
"2018-08-28 18:00:00",1110,30.34,58.85
"2018-08-28 19:00:00",1111,29.42,63.39
"2018-08-28 20:00:00",1112,27.11,78.89
"2018-08-28 21:00:00",1113,25.18,80.5
"2018-08-28 22:00:00",1114,24.46,85.5
"2018-08-28 23:00:00",1115,23.36,89.1
"2018-08-29 00:00:00",1116,23.06,92.5
"2018-08-29 01:00:00",1117,22.85,93.4
"2018-08-29 02:00:00",1118,22.63,92.1
"2018-08-29 03:00:00",1119,22.74,92.6
"2018-08-29 04:00:00",1120,22.43,95.7
"2018-08-29 05:00:00",1121,22.02,94
"2018-08-29 06:00:00",1122,21.82,92.6
"2018-08-29 07:00:00",1123,21.53,95
"2018-08-29 08:00:00",1124,22.14,85.7
"2018-08-29 09:00:00",1125,24.26,79.94
"2018-08-29 10:00:00",1126,25.95,70.25
"2018-08-29 11:00:00",1127,27.33,69.55
"2018-08-29 12:00:00",1128,28.25,71.05
"2018-08-29 13:00:00",1129,29.29,59.2
"2018-08-29 14:00:00",1130,29.8,56.92
"2018-08-29 15:00:00",1131,30.36,62.98
"2018-08-29 16:00:00",1132,26.61,84
"2018-08-29 17:00:00",1133,26.76,70
"2018-08-29 18:00:00",1134,28.51,74.48
"2018-08-29 19:00:00",1135,28.26,69.65
"2018-08-29 20:00:00",1136,26.58,78.24
"2018-08-29 21:00:00",1137,24.76,82.9
"2018-08-29 22:00:00",1138,24.34,81.6
"2018-08-29 23:00:00",1139,22.79,98
"2018-08-30 00:00:00",1140,21.32,100
"2018-08-30 01:00:00",1141,20.78,100
"2018-08-30 02:00:00",1142,20.4,100
"2018-08-30 03:00:00",1143,20.31,100
"2018-08-30 04:00:00",1144,20.37,100
"2018-08-30 05:00:00",1145,20.47,100
"2018-08-30 06:00:00",1146,20.41,100
"2018-08-30 07:00:00",1147,20.49,100
"2018-08-30 08:00:00",1148,20.79,100
"2018-08-30 09:00:00",1149,20.96,99.1
"2018-08-30 10:00:00",1150,22.21,88.1
"2018-08-30 11:00:00",1151,23.8,75.45
"2018-08-30 12:00:00",1152,25.03,71.93
"2018-08-30 13:00:00",1153,25.88,64.23
"2018-08-30 14:00:00",1154,26.69,58.64
"2018-08-30 15:00:00",1155,27.31,65.71
"2018-08-30 16:00:00",1156,27.34,63.99
"2018-08-30 17:00:00",1157,27.26,75.65
"2018-08-30 18:00:00",1158,25.76,76.31
"2018-08-30 19:00:00",1159,24.71,87.6
"2018-08-30 20:00:00",1160,23.81,81.3
"2018-08-30 21:00:00",1161,23.46,87.7
"2018-08-30 22:00:00",1162,22.9,95.6
"2018-08-30 23:00:00",1163,22.09,90.4
"2018-08-31 00:00:00",1164,21.76,100
"2018-08-31 01:00:00",1165,21.34,97.3
"2018-08-31 02:00:00",1166,20.52,96.3
"2018-08-31 03:00:00",1167,20.21,100
"2018-08-31 04:00:00",1168,19.59,100
"2018-08-31 05:00:00",1169,19.72,100
"2018-08-31 06:00:00",1170,20.16,100
"2018-08-31 07:00:00",1171,20.28,100
"2018-08-31 08:00:00",1172,20.53,100
"2018-08-31 09:00:00",1173,21,100
"2018-08-31 10:00:00",1174,21.44,95.6
"2018-08-31 11:00:00",1175,23.19,82.1
"2018-08-31 12:00:00",1176,24.72,74.38
"2018-08-31 13:00:00",1177,26.33,73.53
"2018-08-31 14:00:00",1178,26.96,68.56
"2018-08-31 15:00:00",1179,27.87,60.56
"2018-08-31 16:00:00",1180,28.72,56.04
"2018-08-31 17:00:00",1181,28.75,57.8
"2018-08-31 18:00:00",1182,29.05,57.71
"2018-08-31 19:00:00",1183,28.75,60.72
"2018-08-31 20:00:00",1184,26.52,80.2
"2018-08-31 21:00:00",1185,23.36,87.7
"2018-08-31 22:00:00",1186,22.61,89.4
"2018-08-31 23:00:00",1187,21.43,91.5
"2018-09-01 00:00:00",1188,21.11,90.2
"2018-09-01 01:00:00",1189,20.74,90.7
"2018-09-01 02:00:00",1190,20.34,93.1
"2018-09-01 03:00:00",1191,20.04,92.3
"2018-09-01 04:00:00",1192,20.02,91.2
"2018-09-01 05:00:00",1193,19.88,91.2
"2018-09-01 06:00:00",1194,19.73,95.3
"2018-09-01 07:00:00",1195,18.96,99.7
"2018-09-01 08:00:00",1196,19.49,88.3
"2018-09-01 09:00:00",1197,22.42,76.07
"2018-09-01 10:00:00",1198,25.13,69.62
"2018-09-01 11:00:00",1199,26.57,70.2
"2018-09-01 12:00:00",1200,25.81,78.36
"2018-09-01 13:00:00",1201,26.81,61.33
"2018-09-01 14:00:00",1202,28.42,58.58
"2018-09-01 15:00:00",1203,28.91,59.85
"2018-09-01 16:00:00",1204,27.86,81.9
"2018-09-01 17:00:00",1205,23.65,93.5
"2018-09-01 18:00:00",1206,24.73,84.1
"2018-09-01 19:00:00",1207,24.35,84.5
"2018-09-01 20:00:00",1208,23.04,91.9
"2018-09-01 21:00:00",1209,21.84,90.9
"2018-09-01 22:00:00",1210,21.66,91.3
"2018-09-01 23:00:00",1211,21.4,91.3
"2018-09-02 00:00:00",1212,21.22,92.3
"2018-09-02 01:00:00",1213,20.78,93.8
"2018-09-02 02:00:00",1214,20.26,97.2
"2018-09-02 03:00:00",1215,19.8,94.2
"2018-09-02 04:00:00",1216,19.93,95
"2018-09-02 05:00:00",1217,19.7,89.3
"2018-09-02 06:00:00",1218,20.05,90.6
"2018-09-02 07:00:00",1219,19.57,95.1
"2018-09-02 08:00:00",1220,20.11,84.7
"2018-09-02 09:00:00",1221,23.19,75.24
"2018-09-02 10:00:00",1222,25.35,66.41
"2018-09-02 11:00:00",1223,26.62,67.85
"2018-09-02 12:00:00",1224,27.49,60.66
"2018-09-02 13:00:00",1225,28.44,58.4
"2018-09-02 14:00:00",1226,29.1,52.66
"2018-09-02 15:00:00",1227,29.51,59.06
"2018-09-02 16:00:00",1228,30.19,52.79
"2018-09-02 17:00:00",1229,29.7,54.43
"2018-09-02 18:00:00",1230,30.44,54.19
"2018-09-02 19:00:00",1231,30.2,56
"2018-09-02 20:00:00",1232,28.46,78.67
"2018-09-02 21:00:00",1233,24.99,81
"2018-09-02 22:00:00",1234,24.16,81.1
"2018-09-02 23:00:00",1235,23.54,83.8
"2018-09-03 00:00:00",1236,23.63,84.7
"2018-09-03 01:00:00",1237,22.68,86.7
"2018-09-03 02:00:00",1238,22.46,87.1
"2018-09-03 03:00:00",1239,22.4,89.6
"2018-09-03 04:00:00",1240,21.88,88.7
"2018-09-03 05:00:00",1241,21.7,91.9
"2018-09-03 06:00:00",1242,21.47,89.3
"2018-09-03 07:00:00",1243,21.52,88.3
"2018-09-03 08:00:00",1244,21.89,85.9
"2018-09-03 09:00:00",1245,24.24,75.16
"2018-09-03 10:00:00",1246,26.87,67.32
"2018-09-03 11:00:00",1247,27.87,63.58
"2018-09-03 12:00:00",1248,28.75,66.41
"2018-09-03 13:00:00",1249,29.52,59.83
"2018-09-03 14:00:00",1250,30.41,56.24
"2018-09-03 15:00:00",1251,31.14,57.29
"2018-09-03 16:00:00",1252,31.54,49.31
"2018-09-03 17:00:00",1253,31.59,55.47
"2018-09-03 18:00:00",1254,31.35,52.67
"2018-09-03 19:00:00",1255,31.1,52.93
"2018-09-03 20:00:00",1256,29.3,75.35
"2018-09-03 21:00:00",1257,25.99,84.4
"2018-09-03 22:00:00",1258,24.74,80
"2018-09-03 23:00:00",1259,24.17,83.2
"2018-09-04 00:00:00",1260,23.75,81.2
"2018-09-04 01:00:00",1261,23.75,90.1
"2018-09-04 02:00:00",1262,22.42,91.4
"2018-09-04 03:00:00",1263,22.21,88.8
"2018-09-04 04:00:00",1264,21.78,91.8
"2018-09-04 05:00:00",1265,21.41,97.5
"2018-09-04 06:00:00",1266,20.69,98.7
"2018-09-04 07:00:00",1267,20.54,99.1
"2018-09-04 08:00:00",1268,20.75,96.4
"2018-09-04 09:00:00",1269,23.78,77.37
"2018-09-04 10:00:00",1270,26.72,68.44
"2018-09-04 11:00:00",1271,28.07,66.24
"2018-09-04 12:00:00",1272,29.72,61.62
"2018-09-04 13:00:00",1273,30.75,58.52
"2018-09-04 14:00:00",1274,31.39,60.71
"2018-09-04 15:00:00",1275,31.36,47.24
"2018-09-04 16:00:00",1276,32.04,49.75
"2018-09-04 17:00:00",1277,32.63,55.9
"2018-09-04 18:00:00",1278,31.28,56.62
"2018-09-04 19:00:00",1279,31,61.28
"2018-09-04 20:00:00",1280,27.41,71.63
"2018-09-04 21:00:00",1281,25.21,74.17
"2018-09-04 22:00:00",1282,24.71,77.67
"2018-09-04 23:00:00",1283,23.7,80.6
"2018-09-05 00:00:00",1284,23.41,79.47
"2018-09-05 01:00:00",1285,22.99,83.3
"2018-09-05 02:00:00",1286,22.82,84.6
"2018-09-05 03:00:00",1287,22.73,85.2
"2018-09-05 04:00:00",1288,21.67,98
"2018-09-05 05:00:00",1289,20.91,97.8
"2018-09-05 06:00:00",1290,21.18,91.3
"2018-09-05 07:00:00",1291,21.4,93.2
"2018-09-05 08:00:00",1292,21.62,84.5
"2018-09-05 09:00:00",1293,24.23,77.8
"2018-09-05 10:00:00",1294,26.84,68.01
"2018-09-05 11:00:00",1295,28.75,62.74
"2018-09-05 12:00:00",1296,30.05,57.2
"2018-09-05 13:00:00",1297,30.44,52.09
"2018-09-05 14:00:00",1298,30.94,54.31
"2018-09-05 15:00:00",1299,31.5,58.01
"2018-09-05 16:00:00",1300,31.85,50.23
"2018-09-05 17:00:00",1301,31.87,51.61
"2018-09-05 18:00:00",1302,31.07,56.75
"2018-09-05 19:00:00",1303,30.28,60.48
"2018-09-05 20:00:00",1304,28.33,68
"2018-09-05 21:00:00",1305,26.03,81.4
"2018-09-05 22:00:00",1306,25,83
"2018-09-05 23:00:00",1307,24.56,80.4
"2018-09-06 00:00:00",1308,24.27,82.4
"2018-09-06 01:00:00",1309,23.49,87.1
"2018-09-06 02:00:00",1310,23.05,91
"2018-09-06 03:00:00",1311,22.83,91.9
"2018-09-06 04:00:00",1312,22.39,92.9
"2018-09-06 05:00:00",1313,22.11,92.9
"2018-09-06 06:00:00",1314,22.02,90.6
"2018-09-06 07:00:00",1315,21.77,89.4
"2018-09-06 08:00:00",1316,22.11,84.4
"2018-09-06 09:00:00",1317,24.18,77.52
"2018-09-06 10:00:00",1318,26.04,76.92
"2018-09-06 11:00:00",1319,25.54,81.7
"2018-09-06 12:00:00",1320,27.92,67.48
"2018-09-06 13:00:00",1321,28.71,65.02
"2018-09-06 14:00:00",1322,30.16,57.91
"2018-09-06 15:00:00",1323,28.33,74
"2018-09-06 16:00:00",1324,24.03,96.5
"2018-09-06 17:00:00",1325,21.63,93.7
"2018-09-06 18:00:00",1326,21.67,96.2
"2018-09-06 19:00:00",1327,21.9,95.5
"2018-09-06 20:00:00",1328,21.68,100
"2018-09-06 21:00:00",1329,20.86,100
"2018-09-06 22:00:00",1330,20.49,98.2
"2018-09-06 23:00:00",1331,20.2,100
"2018-09-07 00:00:00",1332,19.78,100
"2018-09-07 01:00:00",1333,19.63,100
"2018-09-07 02:00:00",1334,19.57,100
"2018-09-07 03:00:00",1335,19.36,100
"2018-09-07 04:00:00",1336,19.3,100
"2018-09-07 05:00:00",1337,19.25,100
"2018-09-07 06:00:00",1338,19.33,100
"2018-09-07 07:00:00",1339,19.12,100
"2018-09-07 08:00:00",1340,19.23,100
"2018-09-07 09:00:00",1341,19.76,100
"2018-09-07 10:00:00",1342,20.16,100
"2018-09-07 11:00:00",1343,20.9,99.9
"2018-09-07 12:00:00",1344,22.99,82.9
"2018-09-07 13:00:00",1345,25.29,68.53
"2018-09-07 14:00:00",1346,26.61,65.46
"2018-09-07 15:00:00",1347,27.54,69.46
"2018-09-07 16:00:00",1348,27.76,68.49
"2018-09-07 17:00:00",1349,28.37,62.18
"2018-09-07 18:00:00",1350,27.67,76.01
"2018-09-07 19:00:00",1351,22.27,95.9
"2018-09-07 20:00:00",1352,21.45,99
"2018-09-07 21:00:00",1353,21.46,100
"2018-09-07 22:00:00",1354,21.34,100
"2018-09-07 23:00:00",1355,21.25,100
"2018-09-08 00:00:00",1356,21.17,100
"2018-09-08 01:00:00",1357,20.62,100
"2018-09-08 02:00:00",1358,20.19,100
"2018-09-08 03:00:00",1359,20.02,100
"2018-09-08 04:00:00",1360,19.76,100
"2018-09-08 05:00:00",1361,19.6,100
"2018-09-08 06:00:00",1362,19.68,100
"2018-09-08 07:00:00",1363,19.81,100
"2018-09-08 08:00:00",1364,19.87,100
"2018-09-08 09:00:00",1365,18.86,94
"2018-09-08 10:00:00",1366,17.31,92.8
"2018-09-08 11:00:00",1367,17.95,84.9
"2018-09-08 12:00:00",1368,18.59,83.4
"2018-09-08 13:00:00",1369,18.92,81.4
"2018-09-08 14:00:00",1370,19.84,75.44
"2018-09-08 15:00:00",1371,20.44,78.58
"2018-09-08 16:00:00",1372,19.28,77.67
"2018-09-08 17:00:00",1373,18.13,86.5
"2018-09-08 18:00:00",1374,17.24,77.68
"2018-09-08 19:00:00",1375,15.92,86.7
"2018-09-08 20:00:00",1376,14.04,100
"2018-09-08 21:00:00",1377,13.67,94.6
"2018-09-08 22:00:00",1378,13.77,98.5
"2018-09-08 23:00:00",1379,13.89,96.8
"2018-09-09 00:00:00",1380,13.67,99.6
"2018-09-09 01:00:00",1381,13.44,99.9
"2018-09-09 02:00:00",1382,13.07,97.4
"2018-09-09 03:00:00",1383,12.86,97.7
"2018-09-09 04:00:00",1384,12.32,97.8
"2018-09-09 05:00:00",1385,12.07,95.6
"2018-09-09 06:00:00",1386,12.04,98
"2018-09-09 07:00:00",1387,12.46,99.3
"2018-09-09 08:00:00",1388,12.59,99.4
"2018-09-09 09:00:00",1389,12.89,99.7
"2018-09-09 10:00:00",1390,12.92,99.4
"2018-09-09 11:00:00",1391,13.34,99
"2018-09-09 12:00:00",1392,13.68,97.2
"2018-09-09 13:00:00",1393,14.24,96.4
"2018-09-09 14:00:00",1394,14.39,97.8
"2018-09-09 15:00:00",1395,14.37,99.5
"2018-09-09 16:00:00",1396,14.82,95
"2018-09-09 17:00:00",1397,14.91,94.7
"2018-09-09 18:00:00",1398,15.31,90.6
"2018-09-09 19:00:00",1399,15.53,94.8
"2018-09-09 20:00:00",1400,14.74,94.7
"2018-09-09 21:00:00",1401,14.63,95.7
"2018-09-09 22:00:00",1402,14.83,90.9
"2018-09-09 23:00:00",1403,14.86,89.4
"2018-09-10 00:00:00",1404,14.49,98.1
"2018-09-10 01:00:00",1405,14.4,98.6
"2018-09-10 02:00:00",1406,14.29,100
"2018-09-10 03:00:00",1407,14.32,100
"2018-09-10 04:00:00",1408,14.46,100
"2018-09-10 05:00:00",1409,14.78,98.1
"2018-09-10 06:00:00",1410,15.14,94.9
"2018-09-10 07:00:00",1411,15.61,92.4
"2018-09-10 08:00:00",1412,16.07,92.6
"2018-09-10 09:00:00",1413,16.97,89.8
"2018-09-10 10:00:00",1414,17.81,86
"2018-09-10 11:00:00",1415,18.44,94.1
"2018-09-10 12:00:00",1416,18.36,96.6
"2018-09-10 13:00:00",1417,18.9,98.4
"2018-09-10 14:00:00",1418,18.88,99
"2018-09-10 15:00:00",1419,19.1,98.3
"2018-09-10 16:00:00",1420,19.1,100
"2018-09-10 17:00:00",1421,19.54,99.3
"2018-09-10 18:00:00",1422,19.67,100
"2018-09-10 19:00:00",1423,19.45,100
"2018-09-10 20:00:00",1424,18.76,100
"2018-09-10 21:00:00",1425,18,100
"2018-09-10 22:00:00",1426,17.55,100
"2018-09-10 23:00:00",1427,17.39,100
"2018-09-11 00:00:00",1428,17.27,100
"2018-09-11 01:00:00",1429,16.52,100
"2018-09-11 02:00:00",1430,15.87,100
"2018-09-11 03:00:00",1431,15.52,100
"2018-09-11 04:00:00",1432,15.44,100
"2018-09-11 05:00:00",1433,15.38,100
"2018-09-11 06:00:00",1434,15.43,100
"2018-09-11 07:00:00",1435,15.39,100
"2018-09-11 08:00:00",1436,15.12,98.7
"2018-09-11 09:00:00",1437,15.31,97.1
"2018-09-11 10:00:00",1438,15.83,98.7
"2018-09-11 11:00:00",1439,16.4,94.9
"2018-09-11 12:00:00",1440,18.04,90.8
"2018-09-11 13:00:00",1441,18.43,92.4
"2018-09-11 14:00:00",1442,18.2,83.3
"2018-09-11 15:00:00",1443,18.98,84.1
"2018-09-11 16:00:00",1444,19.48,80.9
"2018-09-11 17:00:00",1445,19.93,82.7
"2018-09-11 18:00:00",1446,19.69,84.7
"2018-09-11 19:00:00",1447,19.15,92.6
"2018-09-11 20:00:00",1448,18.27,93.5
"2018-09-11 21:00:00",1449,17.7,98.4
"2018-09-11 22:00:00",1450,17.36,97.6
"2018-09-11 23:00:00",1451,17.49,98.1
"2018-09-12 00:00:00",1452,17.28,98.6
"2018-09-12 01:00:00",1453,17.01,100
"2018-09-12 02:00:00",1454,16.81,100
"2018-09-12 03:00:00",1455,16.62,100
"2018-09-12 04:00:00",1456,16.65,100
"2018-09-12 05:00:00",1457,16.65,100
"2018-09-12 06:00:00",1458,16.53,100
"2018-09-12 07:00:00",1459,16.86,100
"2018-09-12 08:00:00",1460,16.77,100
"2018-09-12 09:00:00",1461,17.48,100
"2018-09-12 10:00:00",1462,18.25,100
"2018-09-12 11:00:00",1463,18.44,99.7
"2018-09-12 12:00:00",1464,19.16,97.9
"2018-09-12 13:00:00",1465,19.29,100
"2018-09-12 14:00:00",1466,19.73,100
"2018-09-12 15:00:00",1467,21.52,87.2
"2018-09-12 16:00:00",1468,24.74,79.2
"2018-09-12 17:00:00",1469,25.27,80.7
"2018-09-12 18:00:00",1470,24.73,89.9
"2018-09-12 19:00:00",1471,23.76,90.2
"2018-09-12 20:00:00",1472,22.45,97.5
"2018-09-12 21:00:00",1473,21.94,97.7
"2018-09-12 22:00:00",1474,21.45,96.6
"2018-09-12 23:00:00",1475,20.98,97.6
"2018-09-13 00:00:00",1476,21.08,97.4
"2018-09-13 01:00:00",1477,20.94,93.2
