"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","sun"
"TIMESTAMP","RECORD","PAR_Den_Avg","PAR_Tot_Tot","SlrW_Avg","SlrkJ_Tot","SunHrs_Tot","PotSlrW_Avg"
"TS","RN","umol/s/m^2","mmol/m^2","W/m^2","kJ/m^2","hours","W/m^2"
"","","Avg","Tot","Avg","Tot","Tot","Avg"
"2018-07-29 19:00:00",391,4008,14428.77,748.4,2694.16,0,-282.1
"2018-07-29 20:00:00",392,1732,6236.48,321.1,1155.844,0,-44.7
"2018-07-29 21:00:00",393,108.3,389.7597,7.931,28.55296,0,208.9
"2018-07-29 22:00:00",394,0.527,1.898983,0,0,0,468
"2018-07-29 23:00:00",395,0.408,1.468185,0,0,0,715.4
"2018-07-30 00:00:00",396,0.402,1.446344,0,0,0,933
"2018-07-30 01:00:00",397,0.372,1.339943,0,0,0,1107
"2018-07-30 02:00:00",398,0.371,1.333983,0,0,0,1224
"2018-07-30 03:00:00",399,0.364,1.310563,0,0,0,1276
"2018-07-30 04:00:00",400,0.354,1.274667,0,0,0,1261
"2018-07-30 05:00:00",401,0.353,1.270197,0,0,0,1178
"2018-07-30 06:00:00",402,0.491,1.7674,0,0,0,1034
"2018-07-30 07:00:00",403,166.9,600.8323,31.38,112.9699,0,839
"2018-07-30 08:00:00",404,1513,5446.945,298.6,1074.983,0.606,605.4
"2018-07-30 09:00:00",405,1750,6301.637,323.2,1163.535,1,349.9
"2018-07-30 10:00:00",406,740.2,2664.692,118.1,425.0443,0.318,92.7
"2018-07-30 11:00:00",407,609.3,2193.461,85.7,308.687,0,-159.5
"2018-07-30 12:00:00",408,511,1839.658,75.12,270.4411,0,-379.1
"2018-07-30 13:00:00",409,730,2627.919,106.4,383.1805,0,-553.1
"2018-07-30 14:00:00",410,1648,5931.541,280.4,1009.598,0,-670.5
"2018-07-30 15:00:00",411,2596,9345.422,465.3,1674.926,0,-723.4
"2018-07-30 16:00:00",412,7999,33163.83,1754,6315.754,0,-708.2
"2018-07-30 17:00:00",413,7999,35138.78,1813,6526.857,0,-625.8
"2018-07-30 18:00:00",414,6476,23314.58,1271,4575.523,0,-482
"2018-07-30 19:00:00",415,2621,9436.491,495.4,1783.567,0,-286.3
"2018-07-30 20:00:00",416,1862,6704.01,350.3,1261.176,0,-48.57
"2018-07-30 21:00:00",417,125.1,450.48,15.96,57.43933,0,205.5
"2018-07-30 22:00:00",418,0.47,1.690886,0,0,0,464.9
"2018-07-30 23:00:00",419,0.375,1.349432,0,0,0,712.6
"2018-07-31 00:00:00",420,0.362,1.30406,0,0,0,931
"2018-07-31 01:00:00",421,0.362,1.30448,0,0,0,1104
"2018-07-31 02:00:00",422,0.363,1.306531,0,0,0,1221
"2018-07-31 03:00:00",423,0.366,1.316292,0,0,0,1274
"2018-07-31 04:00:00",424,0.351,1.263064,0,0,0,1258
"2018-07-31 05:00:00",425,0.34,1.22241,0,0,0,1176
"2018-07-31 06:00:00",426,0.444,1.598619,0,0,0,1032
"2018-07-31 07:00:00",427,110.2,396.5743,17.32,62.34214,0,836
"2018-07-31 08:00:00",428,987,3553.564,175,629.936,0.323,602.1
"2018-07-31 09:00:00",429,2438,8778.511,448,1612.841,1,346.2
"2018-07-31 10:00:00",430,5936,21369.79,1126,4055.141,0.303,88.7
"2018-07-31 11:00:00",431,5838,21016.89,1103,3969.895,0,-164
"2018-07-31 12:00:00",432,7999,37146.48,1948,7011.635,0,-383.7
"2018-07-31 13:00:00",433,7999,40136.22,2089,7519.165,0,-558
"2018-07-31 14:00:00",434,7999,41661.29,2156,7760.218,0,-675.5
"2018-07-31 15:00:00",435,2157,7765.902,342.2,1231.835,0,-728.4
"2018-07-31 16:00:00",436,867,3119.868,127,457.1636,0,-713.1
"2018-07-31 17:00:00",437,1189,4281.675,207.7,747.817,0,-630.6
"2018-07-31 18:00:00",438,387.5,1394.949,58.1,209.1463,0,-486.5
"2018-07-31 19:00:00",439,131.4,472.8838,18.84,67.81078,0,-290.5
"2018-07-31 20:00:00",440,232.1,835.4703,50.73,182.6296,0,-52.48
"2018-07-31 21:00:00",441,125.7,452.3649,34.83,125.3791,0.052,202.1
"2018-07-31 22:00:00",442,0.377,1.356355,0,0,0,461.8
"2018-07-31 23:00:00",443,0.329,1.185842,0.202,0.7275708,0,709.9
"2018-08-01 00:00:00",444,0.319,1.150002,0.827,2.975655,0,928
"2018-08-01 01:00:00",445,0.334,1.20308,1.573,5.662127,0,1102
"2018-08-01 02:00:00",446,0.323,1.161978,0.143,0.5156097,0,1219
"2018-08-01 03:00:00",447,0.334,1.200795,0.001,0.003882314,0,1272
"2018-08-01 04:00:00",448,0.318,1.143492,0.107,0.3848292,0,1256
"2018-08-01 05:00:00",449,0.321,1.154939,0.8,2.879463,0,1173
"2018-08-01 06:00:00",450,0.337,1.21348,1.419,5.109931,0,1029
"2018-08-01 07:00:00",451,41.5,149.3931,7.552,27.18756,0,833
"2018-08-01 08:00:00",452,253.6,912.998,43.28,155.8064,0,598.7
"2018-08-01 09:00:00",453,597.5,2150.878,106.7,384.2818,0.281,342.5
"2018-08-01 10:00:00",454,1462,5264.805,266.5,959.2497,0.279,84.6
"2018-08-01 11:00:00",455,3221,11595.74,607.5,2187.085,0,-168.5
"2018-08-01 12:00:00",456,3565,12833.15,652.6,2349.373,0,-388.5
"2018-08-01 13:00:00",457,6686,24069.06,1236,4451.385,0,-562.9
"2018-08-01 14:00:00",458,7998,28794.1,1499,5396.786,0,-680.6
"2018-08-01 15:00:00",459,4112,14802.59,729.9,2627.756,0,-733.5
"2018-08-01 16:00:00",460,6320,22750.28,1086,3910.045,0,-718.1
"2018-08-01 17:00:00",461,3277,11798.28,614.4,2211.668,0,-635.4
"2018-08-01 18:00:00",462,2195,7901.962,349.8,1259.236,0,-491.1
"2018-08-01 19:00:00",463,1502,5407.657,265.4,955.467,0,-294.8
"2018-08-01 20:00:00",464,491.9,1770.87,83.7,301.2848,0,-56.43
"2018-08-01 21:00:00",465,67.18,241.8591,8.99,32.34706,0,198.6
"2018-08-01 22:00:00",466,0.392,1.412291,0,0,0,458.7
"2018-08-01 23:00:00",467,0.355,1.278943,0,0,0,707.1
"2018-08-02 00:00:00",468,0.347,1.250438,0,0,0,926
"2018-08-02 01:00:00",469,0.346,1.243931,0,0,0,1100
"2018-08-02 02:00:00",470,0.337,1.214814,0,0,0,1217
"2018-08-02 03:00:00",471,0.344,1.240093,0,0,0,1270
"2018-08-02 04:00:00",472,0.34,1.222258,0,0,0,1254
"2018-08-02 05:00:00",473,0.337,1.2126,0,0,0,1171
"2018-08-02 06:00:00",474,0.358,1.288733,0,0,0,1026
"2018-08-02 07:00:00",475,54.02,194.4664,8.53,30.69317,0,830
"2018-08-02 08:00:00",476,425.8,1532.967,74.74,269.082,0,595.2
"2018-08-02 09:00:00",477,1289,4639.856,233.3,839.9446,0.681,338.6
"2018-08-02 10:00:00",478,3145,11321.79,582,2095.039,0.271,80.3
"2018-08-02 11:00:00",479,3865,13915.56,683.8,2461.611,0,-173.2
"2018-08-02 12:00:00",480,4725,17008.67,854,3072.784,0,-393.4
"2018-08-02 13:00:00",481,4355,15679.46,733.7,2641.432,0,-568
"2018-08-02 14:00:00",482,3440,12385.55,566.9,2040.79,0,-685.8
"2018-08-02 15:00:00",483,5979,21522.81,1075,3871.209,0,-738.7
"2018-08-02 16:00:00",484,4258,15329.84,742.7,2673.781,0,-723.2
"2018-08-02 17:00:00",485,4449,16016.3,809,2912.259,0,-640.3
"2018-08-02 18:00:00",486,3604,12972.68,574.6,2068.495,0,-495.7
"2018-08-02 19:00:00",487,1932,6955.813,343.1,1235.012,0,-299.1
"2018-08-02 20:00:00",488,663.8,2389.631,114.5,412.2561,0,-60.41
"2018-08-02 21:00:00",489,93.8,337.7019,14,50.41323,0,195.2
"2018-08-02 22:00:00",490,0.399,1.437872,0,0,0,455.6
"2018-08-02 23:00:00",491,0.358,1.289596,0,0,0,704.3
"2018-08-03 00:00:00",492,0.349,1.255858,0,0,0,923
"2018-08-03 01:00:00",493,0.347,1.249472,0,0,0,1097
"2018-08-03 02:00:00",494,0.337,1.212057,0,0,0,1215
"2018-08-03 03:00:00",495,0.338,1.216579,0,0,0,1267
"2018-08-03 04:00:00",496,0.326,1.175142,0,0,0,1251
"2018-08-03 05:00:00",497,0.325,1.169025,0,0,0,1168
"2018-08-03 06:00:00",498,0.346,1.245857,0,0,0,1023
"2018-08-03 07:00:00",499,38.75,139.483,5.816,20.9387,0,827
"2018-08-03 08:00:00",500,567.4,2042.544,96.8,348.4253,0,591.6
"2018-08-03 09:00:00",501,1938,6976.146,359.9,1295.678,0.932,334.6
"2018-08-03 10:00:00",502,3195,11502.81,608.6,2191.098,0.255,75.91
"2018-08-03 11:00:00",503,6005,21617.21,1127,4058.925,0,-178
"2018-08-03 12:00:00",504,7188,25876.9,1346,4847.376,0,-398.4
"2018-08-03 13:00:00",505,5845,21042.99,1059,3812.435,0,-573.2
"2018-08-03 14:00:00",506,5335,19206.4,949,3417.301,0,-691.1
"2018-08-03 15:00:00",507,3900,14039.77,623.6,2245.11,0,-744
"2018-08-03 16:00:00",508,1693,6094.544,263.3,947.8154,0,-728.4
"2018-08-03 17:00:00",509,1815,6533.138,291.8,1050.637,0,-645.3
"2018-08-03 18:00:00",510,2102,7565.873,347.2,1249.802,0,-500.4
"2018-08-03 19:00:00",511,3831,13792.16,685.5,2467.968,0,-303.4
"2018-08-03 20:00:00",512,1844,6637.185,332.4,1196.673,0,-64.44
"2018-08-03 21:00:00",513,132.9,478.2663,15.72,56.59436,0,191.7
"2018-08-03 22:00:00",514,0.444,1.597764,0,0,0,452.4
"2018-08-03 23:00:00",515,0.387,1.393154,0,0,0,701.4
"2018-08-04 00:00:00",516,0.382,1.373914,0,0,0,921
"2018-08-04 01:00:00",517,0.372,1.340808,0,0,0,1095
"2018-08-04 02:00:00",518,0.371,1.333887,0,0,0,1212
"2018-08-04 03:00:00",519,0.362,1.304545,0,0,0,1265
"2018-08-04 04:00:00",520,0.356,1.28039,0,0,0,1249
"2018-08-04 05:00:00",521,0.348,1.253938,0,0,0,1165
"2018-08-04 06:00:00",522,0.437,1.574495,0,0,0,1020
"2018-08-04 07:00:00",523,144.3,519.3867,16.56,59.6195,0,823
"2018-08-04 08:00:00",524,1705,6138.536,368.6,1326.907,0.744,587.8
"2018-08-04 09:00:00",525,4210,15154.49,808,2907.525,1,330.4
"2018-08-04 10:00:00",526,6740,24263.76,1283,4619.534,0.238,71.39
"2018-08-04 11:00:00",527,7999,30757.74,1613,5807.969,0,-182.9
"2018-08-04 12:00:00",528,7999,30558.03,1611,5800.962,0,-403.5
"2018-08-04 13:00:00",529,7999,32901.08,1678,6041.647,0,-578.5
"2018-08-04 14:00:00",530,7999,37726.55,2012,7244.591,0,-696.5
"2018-08-04 15:00:00",531,7999,40893.95,2134,7681.55,0,-749.4
"2018-08-04 16:00:00",532,7999,36623.07,1921,6914.275,0,-733.6
"2018-08-04 17:00:00",533,7999,31071.46,1589,5719.477,0,-650.3
"2018-08-04 18:00:00",534,3943,14194.23,686.5,2471.297,0,-505.1
"2018-08-04 19:00:00",535,1997,7190.806,367.9,1324.597,0,-307.8
"2018-08-04 20:00:00",536,1677,6036.679,329,1184.477,0,-68.5
"2018-08-04 21:00:00",537,128.3,462.0448,13.81,49.73217,0,188.2
"2018-08-04 22:00:00",538,0.434,1.564009,0,0,0,449.2
"2018-08-04 23:00:00",539,0.392,1.410789,0,0,0,698.5
"2018-08-05 00:00:00",540,0.386,1.389693,0,0,0,918
"2018-08-05 01:00:00",541,0.376,1.353628,0,0,0,1092
"2018-08-05 02:00:00",542,0.375,1.348608,0,0,0,1210
"2018-08-05 03:00:00",543,0.359,1.293774,0,0,0,1262
"2018-08-05 04:00:00",544,0.355,1.277489,0,0,0,1246
"2018-08-05 05:00:00",545,0.351,1.263742,0,0,0,1163
"2018-08-05 06:00:00",546,0.423,1.521731,0,0,0,1017
"2018-08-05 07:00:00",547,195.1,702.2739,28.61,102.9975,0,820
"2018-08-05 08:00:00",548,1631,5872.596,307.3,1106.141,0.7,584
"2018-08-05 09:00:00",549,4521,16276.98,883,3179.917,1,326.2
"2018-08-05 10:00:00",550,3543,12754.4,661,2379.552,0.221,66.75
"2018-08-05 11:00:00",551,6140,22102.91,1157,4164.568,0,-187.9
"2018-08-05 12:00:00",552,5726,20612.03,1083,3899.385,0,-408.8
"2018-08-05 13:00:00",553,7999,30932.85,1641,5905.862,0,-583.9
"2018-08-05 14:00:00",554,7999,30669.88,1569,5647.677,0,-701.9
"2018-08-05 15:00:00",555,7999,31193,1629,5864.975,0,-754.8
"2018-08-05 16:00:00",556,7999,39108.51,2049,7377.57,0,-738.9
"2018-08-05 17:00:00",557,7999,32327.31,1668,6004.565,0,-655.4
"2018-08-05 18:00:00",558,6844,24638.72,1247,4490.787,0,-509.9
"2018-08-05 19:00:00",559,5084,18303.3,956,3439.838,0,-312.2
"2018-08-05 20:00:00",560,2034,7323.048,388.3,1397.931,0,-72.59
"2018-08-05 21:00:00",561,149.6,538.5507,24.58,88.49139,0,184.6
"2018-08-05 22:00:00",562,0.422,1.517769,0,0,0,446
"2018-08-05 23:00:00",563,0.405,1.459136,0,0,0,695.6
"2018-08-06 00:00:00",564,0.396,1.427192,0,0,0,915
"2018-08-06 01:00:00",565,0.385,1.387486,0,0,0,1090
"2018-08-06 02:00:00",566,0.372,1.340701,0,0,0,1207
"2018-08-06 03:00:00",567,0.372,1.340055,0,0,0,1260
"2018-08-06 04:00:00",568,0.363,1.305896,0,0,0,1244
"2018-08-06 05:00:00",569,0.361,1.300744,0,0,0,1160
"2018-08-06 06:00:00",570,0.418,1.503884,0,0,0,1014
"2018-08-06 07:00:00",571,150.9,543.2067,23.45,84.42566,0,816
"2018-08-06 08:00:00",572,1056,3803.319,192.2,692.0225,0.25,580
"2018-08-06 09:00:00",573,1785,6425.936,319.5,1150.286,0.981,321.9
"2018-08-06 10:00:00",574,5943,21393.94,1172,4220.16,0.203,61.99
"2018-08-06 11:00:00",575,7999,31886.2,1702,6127.942,0,-193
"2018-08-06 12:00:00",576,7999,38444.93,2029,7305.861,0,-414.1
"2018-08-06 13:00:00",577,7999,38921.98,2039,7338.806,0,-589.4
"2018-08-06 14:00:00",578,7999,41773.88,2186,7871.332,0,-707.5
"2018-08-06 15:00:00",579,7999,31098.69,1616,5817.556,0,-760.3
"2018-08-06 16:00:00",580,7999,38265.79,2003,7209.454,0,-744.3
"2018-08-06 17:00:00",581,7999,30582.42,1590,5724.811,0,-660.5
"2018-08-06 18:00:00",582,6449,23215.49,1152,4148.499,0,-514.7
"2018-08-06 19:00:00",583,3911,14078.83,708.6,2550.985,0,-316.6
"2018-08-06 20:00:00",584,1445,5202.14,271.5,977.2208,0,-76.72
"2018-08-06 21:00:00",585,98.2,353.3525,7.242,26.07144,0,181
"2018-08-06 22:00:00",586,0.427,1.536341,0,0,0,442.7
"2018-08-06 23:00:00",587,0.394,1.417851,0,0,0,692.7
"2018-08-07 00:00:00",588,0.398,1.433853,0,0,0,913
"2018-08-07 01:00:00",589,0.399,1.435698,0,0,0,1087
"2018-08-07 02:00:00",590,0.384,1.380852,0.001,0.002686034,0,1205
"2018-08-07 03:00:00",591,0.369,1.328782,0,0,0,1257
"2018-08-07 04:00:00",592,0.364,1.310849,0,0,0,1241
"2018-08-07 05:00:00",593,0.342,1.232273,0,0,0,1157
"2018-08-07 06:00:00",594,0.369,1.328975,0,0,0,1011
"2018-08-07 07:00:00",595,60.79,218.8424,9.2,33.1032,0,813
"2018-08-07 08:00:00",596,1258,4530.149,231.3,832.5399,0.513,575.9
"2018-08-07 09:00:00",597,2773,9983.396,515.8,1856.843,1,317.4
"2018-08-07 10:00:00",598,4403,15850.18,827,2978.244,0.185,57.11
"2018-08-07 11:00:00",599,5314,19129.16,976,3513.723,0,-198.3
"2018-08-07 12:00:00",600,7500,27000.71,1371,4934.572,0,-419.6
"2018-08-07 13:00:00",601,7999,31417.29,1639,5900.625,0,-595
"2018-08-07 14:00:00",602,2328,8379.796,403.8,1453.577,0,-713.1
"2018-08-07 15:00:00",603,4785,17225.58,898,3232.116,0,-765.9
"2018-08-07 16:00:00",604,7999,32739.51,1832,6596.944,0,-749.7
"2018-08-07 17:00:00",605,7999,30302.25,1582,5694.379,0,-665.7
"2018-08-07 18:00:00",606,6570,23651.1,1146,4126.196,0,-519.5
"2018-08-07 19:00:00",607,3612,13003.67,666.6,2399.672,0,-321.1
"2018-08-07 20:00:00",608,679.6,2446.554,110.5,397.8372,0,-80.9
"2018-08-07 21:00:00",609,61.47,221.2905,7.023,25.28197,0,177.4
"2018-08-07 22:00:00",610,0.374,1.345324,0,0,0,439.4
"2018-08-07 23:00:00",611,0.358,1.287023,0,0,0,689.7
"2018-08-08 00:00:00",612,0.358,1.289297,0,0,0,910
"2018-08-08 01:00:00",613,0.355,1.27634,0,0,0,1085
"2018-08-08 02:00:00",614,0.355,1.2763,0,0,0,1202
"2018-08-08 03:00:00",615,0.344,1.237526,0,0,0,1255
"2018-08-08 04:00:00",616,0.329,1.185009,0,0,0,1238
"2018-08-08 05:00:00",617,0.328,1.182287,0,0,0,1154
"2018-08-08 06:00:00",618,0.318,1.144411,0,0,0,1007
"2018-08-08 07:00:00",619,42.42,152.7202,6.264,22.54983,0,809
"2018-08-08 08:00:00",620,541.5,1949.355,101.1,363.9969,0.108,571.7
"2018-08-08 09:00:00",621,1429,5143.416,272.1,979.6127,1,312.8
"2018-08-08 10:00:00",622,2382,8576.371,386.5,1391.381,0.167,52.11
"2018-08-08 11:00:00",623,4049,14576.68,699.5,2518.135,0,-203.6
"2018-08-08 12:00:00",624,3022,10879.95,551.8,1986.451,0,-425.1
"2018-08-08 13:00:00",625,6052,21788.12,1059,3812.502,0,-600.7
"2018-08-08 14:00:00",626,7559,27212.23,1410,5077.018,0,-718.9
"2018-08-08 15:00:00",627,7999,29346.41,1511,5441.268,0,-771.5
"2018-08-08 16:00:00",628,6198,22311.11,1151,4143.357,0,-755.2
"2018-08-08 17:00:00",629,7038,25336.35,1254,4514.171,0,-670.9
"2018-08-08 18:00:00",630,2250,8099.515,404.3,1455.355,0,-524.4
"2018-08-08 19:00:00",631,1612,5803.693,298,1072.841,0,-325.6
"2018-08-08 20:00:00",632,628,2260.657,97.9,352.3705,0,-85.1
"2018-08-08 21:00:00",633,78.88,283.9697,19.67,70.81725,0,173.8
"2018-08-08 22:00:00",634,0.413,1.488478,0,0,0,436.1
"2018-08-08 23:00:00",635,0.391,1.40924,0,0,0,686.7
"2018-08-09 00:00:00",636,0.372,1.337722,0,0,0,907
"2018-08-09 01:00:00",637,0.354,1.275171,0,0,0,1082
"2018-08-09 02:00:00",638,0.344,1.238768,0,0,0,1200
"2018-08-09 03:00:00",639,0.321,1.155857,0,0,0,1252
"2018-08-09 04:00:00",640,0.321,1.155603,0,0,0,1235
"2018-08-09 05:00:00",641,0.335,1.205728,0.001,0.002956005,0,1151
"2018-08-09 06:00:00",642,0.336,1.21102,0.001,0.002859393,0,1004
"2018-08-09 07:00:00",643,54.2,195.1122,7.103,25.57145,0,805
"2018-08-09 08:00:00",644,933,3357.426,187.7,675.6556,0.376,567.4
"2018-08-09 09:00:00",645,1194,4298.191,228,820.9494,0.971,308.1
"2018-08-09 10:00:00",646,2998,10791.21,505.7,1820.611,0.148,46.99
"2018-08-09 11:00:00",647,7999,29466.03,1571,5654.744,0,-209.1
"2018-08-09 12:00:00",648,7999,37112.44,1996,7186.678,0,-430.7
"2018-08-09 13:00:00",649,7999,33565.01,1780,6406.851,0,-606.5
"2018-08-09 14:00:00",650,7999,37121.81,1946,7004.784,0,-724.7
"2018-08-09 15:00:00",651,7999,34635.84,1833,6597.339,0,-777.3
"2018-08-09 16:00:00",652,7999,38055.11,2009,7231.789,0,-760.7
"2018-08-09 17:00:00",653,7999,29582.77,1536,5530.348,0,-676.1
"2018-08-09 18:00:00",654,6542,23551.33,1173,4223.998,0,-529.3
"2018-08-09 19:00:00",655,3305,11898.72,585.1,2106.314,0,-330.1
"2018-08-09 20:00:00",656,1094,3937.151,193.7,697.2601,0,-89.3
"2018-08-09 21:00:00",657,78.29,281.8292,8.98,32.31575,0,170.2
"2018-08-09 22:00:00",658,0.424,1.526378,0,0,0,432.8
"2018-08-09 23:00:00",659,0.417,1.500981,0,0,0,683.6
"2018-08-10 00:00:00",660,0.41,1.477657,0,0,0,904
"2018-08-10 01:00:00",661,0.405,1.456599,0,0,0,1079
"2018-08-10 02:00:00",662,0.391,1.408826,0,0,0,1197
"2018-08-10 03:00:00",663,0.376,1.353768,0,0,0,1249
"2018-08-10 04:00:00",664,0.377,1.357491,0,0,0,1232
"2018-08-10 05:00:00",665,0.379,1.364487,0,0,0,1147
"2018-08-10 06:00:00",666,0.394,1.41721,0,0,0,1000
"2018-08-10 07:00:00",667,104.1,374.7202,13.5,48.61641,0,801
"2018-08-10 08:00:00",668,1177,4235.96,235.2,846.8801,0.389,563
"2018-08-10 09:00:00",669,3692,13290.08,707.8,2548.055,1,303.3
"2018-08-10 10:00:00",670,4867,17521.71,923,3321.343,0.129,41.77
"2018-08-10 11:00:00",671,7724,27808.18,1483,5338.863,0,-214.6
"2018-08-10 12:00:00",672,7999,34211.57,1812,6522.912,0,-436.5
"2018-08-10 13:00:00",673,7999,37057.52,1945,7002.534,0,-612.4
"2018-08-10 14:00:00",674,6711,24158.44,1275,4588.771,0,-730.5
"2018-08-10 15:00:00",675,7729,27823.49,1450,5218.783,0,-783
"2018-08-10 16:00:00",676,7999,31719.86,1652,5947.551,0,-766.3
"2018-08-10 17:00:00",677,4493,16175.8,858,3087.99,0,-681.5
"2018-08-10 18:00:00",678,1814,6529.957,437.7,1575.708,0,-534.3
"2018-08-10 19:00:00",679,622.5,2241.018,140.6,506.2489,0,-334.7
"2018-08-10 20:00:00",680,60.09,216.331,7.463,26.86794,0,-93.5
"2018-08-10 21:00:00",681,8.03,28.89758,0.735,2.646163,0,166.6
"2018-08-10 22:00:00",682,0.379,1.3627,0,0,0,429.4
"2018-08-10 23:00:00",683,0.374,1.348072,0,0,0,680.6
"2018-08-11 00:00:00",684,0.381,1.370012,0,0,0,901
"2018-08-11 01:00:00",685,0.372,1.339779,0,0,0,1077
"2018-08-11 02:00:00",686,0.366,1.317576,0,0,0,1194
"2018-08-11 03:00:00",687,0.35,1.26133,0,0,0,1246
"2018-08-11 04:00:00",688,0.343,1.234695,0,0,0,1229
"2018-08-11 05:00:00",689,0.338,1.216517,0,0,0,1144
"2018-08-11 06:00:00",690,0.357,1.286286,0,0,0,996
"2018-08-11 07:00:00",691,93.8,337.7326,16.31,58.70608,0,796.7
"2018-08-11 08:00:00",692,990,3562.436,179.6,646.4531,0.294,558.5
"2018-08-11 09:00:00",693,2427,8737.459,449.3,1617.428,1,298.4
"2018-08-11 10:00:00",694,3904,14054.03,755,2718.044,0.109,36.42
"2018-08-11 11:00:00",695,5737,20653.15,1099,3954.627,0,-220.2
"2018-08-11 12:00:00",696,6446,23205.05,1393,5015.167,0,-442.3
"2018-08-11 13:00:00",697,4167,15000.78,1212,4363.398,0,-618.3
"2018-08-11 14:00:00",698,7999,33023.72,2038,7338.35,0,-736.5
"2018-08-11 15:00:00",699,6912,24884.01,1347,4849.905,0,-788.9
"2018-08-11 16:00:00",700,5445,19602.97,1011,3640.241,0,-771.9
"2018-08-11 17:00:00",701,4972,17899.48,949,3417.417,0,-686.8
"2018-08-11 18:00:00",702,3107,11184.74,577.1,2077.668,0,-539.3
"2018-08-11 19:00:00",703,1831,6593.355,340.1,1224.397,0,-339.3
"2018-08-11 20:00:00",704,1114,4009.833,212,763.2714,0,-97.8
"2018-08-11 21:00:00",705,57.26,206.1294,6.14,22.10521,0,162.9
"2018-08-11 22:00:00",706,0.4,1.440663,0,0,0,426
"2018-08-11 23:00:00",707,0.384,1.384168,0,0,0,677.5
"2018-08-12 00:00:00",708,0.381,1.370147,0,0,0,899
"2018-08-12 01:00:00",709,0.356,1.28075,0,0,0,1074
"2018-08-12 02:00:00",710,0.363,1.307615,0,0,0,1192
"2018-08-12 03:00:00",711,0.357,1.284063,0,0,0,1243
"2018-08-12 04:00:00",712,0.35,1.260186,0,0,0,1226
"2018-08-12 05:00:00",713,0.335,1.206661,0,0,0,1141
"2018-08-12 06:00:00",714,0.337,1.212666,0,0,0,993
"2018-08-12 07:00:00",715,65.98,237.5236,12.32,44.33774,0,792.5
"2018-08-12 08:00:00",716,676.3,2434.629,137.9,496.5629,0.231,553.8
"2018-08-12 09:00:00",717,816,2938.867,158.4,570.0728,0.674,293.4
"2018-08-12 10:00:00",718,1516,5458.852,296.2,1066.355,0.089,30.97
"2018-08-12 11:00:00",719,2607,9386.903,514.3,1851.323,0,-226
"2018-08-12 12:00:00",720,5356,19280.2,1019,3670.156,0,-448.3
"2018-08-12 13:00:00",721,7999,31957.97,1757,6326.559,0,-624.3
"2018-08-12 14:00:00",722,7999,41166.96,2283,8217.677,0,-742.5
"2018-08-12 15:00:00",723,7999,35626.15,1979,7122.88,0,-794.8
"2018-08-12 16:00:00",724,7999,30561.3,1681,6051.364,0,-777.6
"2018-08-12 17:00:00",725,6958,25049.47,1345,4842.334,0,-692.2
"2018-08-12 18:00:00",726,6045,21761.23,1175,4228.201,0,-544.3
"2018-08-12 19:00:00",727,3497,12590.45,676.1,2433.83,0,-343.9
"2018-08-12 20:00:00",728,921,3314.427,192.6,693.3142,0,-102.1
"2018-08-12 21:00:00",729,64.35,231.6744,8.78,31.61239,0,159.2
"2018-08-12 22:00:00",730,0.417,1.499886,0,0,0,422.6
"2018-08-12 23:00:00",731,0.412,1.482195,0,0,0,674.3
"2018-08-13 00:00:00",732,0.415,1.495062,0,0,0,896
"2018-08-13 01:00:00",733,0.407,1.464707,0,0,0,1071
"2018-08-13 02:00:00",734,0.399,1.435324,0,0,0,1189
"2018-08-13 03:00:00",735,0.396,1.424662,0,0,0,1240
"2018-08-13 04:00:00",736,0.392,1.410243,0,0,0,1223
"2018-08-13 05:00:00",737,0.382,1.376252,0,0,0,1137
"2018-08-13 06:00:00",738,0.392,1.410402,0,0,0,989
"2018-08-13 07:00:00",739,76.63,275.8694,6.931,24.95011,0,788.1
"2018-08-13 08:00:00",740,1229,4425.71,230.7,830.6437,0.403,549.1
"2018-08-13 09:00:00",741,3767,13561.7,759.2,2733.171,1,288.2
"2018-08-13 10:00:00",742,6299,22677.35,1210,4355.474,0.069,25.41
"2018-08-13 11:00:00",743,7999,30466.92,1652,5945.619,0,-231.8
"2018-08-13 12:00:00",744,7999,36760.1,2006,7221.139,0,-454.3
"2018-08-13 13:00:00",745,7999,41342.86,2263,8146.469,0,-630.4
"2018-08-13 14:00:00",746,7999,39173.96,2158,7769.89,0,-748.6
"2018-08-13 15:00:00",747,7999,37991.29,2097,7549.378,0,-801
"2018-08-13 16:00:00",748,1055,3799.015,180.2,648.5663,0,-783.4
"2018-08-13 17:00:00",749,133.6,480.8789,17.26,62.13947,0,-697.6
"2018-08-13 18:00:00",750,252.5,908.8604,38.33,137.9873,0,-549.3
"2018-08-13 19:00:00",751,431.2,1552.444,78.53,282.7015,0,-348.5
"2018-08-13 20:00:00",752,551.5,1985.3,102.1,367.4518,0,-106.4
"2018-08-13 21:00:00",753,48.43,174.3351,5.78,20.80743,0,155.5
"2018-08-13 22:00:00",754,0.407,1.464527,0,0,0,419.2
"2018-08-13 23:00:00",755,0.38,1.366561,0,0,0,671.2
"2018-08-14 00:00:00",756,0.367,1.320184,0,0,0,893
"2018-08-14 01:00:00",757,0.36,1.297211,0,0,0,1068
