"TOA5","CR6Series","CR6","3767","CR6.Std.04 CR6-WIFI.01","CPU:ew_fullsun_code Rev1.CR6","51073","sun"
"TIMESTAMP","RECORD","PAR_Den_Avg","PAR_Tot_Tot","SlrW_Avg","SlrkJ_Tot","SunHrs_Tot","PotSlrW_Avg"
"TS","RN","umol/s/m^2","mmol/m^2","W/m^2","kJ/m^2","hours","W/m^2"
"","","Avg","Tot","Avg","Tot","Tot","Avg"
"2018-08-14 02:00:00",758,0.356,1.281683,0,0,0,1186
"2018-08-14 03:00:00",759,0.351,1.26426,0,0,0,1237
"2018-08-14 04:00:00",760,0.335,1.207036,0,0,0,1220
"2018-08-14 05:00:00",761,0.353,1.269448,0,0,0,1133
"2018-08-14 06:00:00",762,0.366,1.316816,0,0,0,985
"2018-08-14 07:00:00",763,70.52,253.8603,7.176,25.83274,0,783.7
"2018-08-14 08:00:00",764,636.4,2290.883,106.8,384.3593,0.088,544.2
"2018-08-14 09:00:00",765,3380,12168.86,713.3,2567.937,1,283
"2018-08-14 10:00:00",766,3098,11152.63,612.4,2204.605,0.049,19.73
"2018-08-14 11:00:00",767,6670,24011.03,1261,4539.886,0,-237.8
"2018-08-14 12:00:00",768,7999,36936.84,1956,7040.232,0,-460.4
"2018-08-14 13:00:00",769,7999,35440.95,1871,6734.286,0,-636.6
"2018-08-14 14:00:00",770,4095,14740.38,742.1,2671.643,0,-754.8
"2018-08-14 15:00:00",771,1554,5593.962,281.4,1012.984,0,-807
"2018-08-14 16:00:00",772,7441,26786.29,1449,5216.039,0,-789.1
"2018-08-14 17:00:00",773,7281,26211.01,1368,4925.827,0,-703.1
"2018-08-14 18:00:00",774,6756,24321.89,1169,4207.203,0,-554.4
"2018-08-14 19:00:00",775,3292,11850.93,611.3,2200.676,0,-353.2
"2018-08-14 20:00:00",776,554.4,1995.851,116.2,418.2506,0,-110.8
"2018-08-14 21:00:00",777,42.72,153.7999,4.436,15.96845,0,151.8
"2018-08-14 22:00:00",778,0.378,1.361733,0,0,0,415.7
"2018-08-14 23:00:00",779,0.373,1.343118,0,0,0,668
"2018-08-15 00:00:00",780,0.367,1.322847,0,0,0,890
"2018-08-15 01:00:00",781,0.359,1.292724,0,0,0,1065
"2018-08-15 02:00:00",782,0.354,1.276198,0,0,0,1183
"2018-08-15 03:00:00",783,0.355,1.277266,0,0,0,1234
"2018-08-15 04:00:00",784,0.347,1.250087,0,0,0,1216
"2018-08-15 05:00:00",785,0.344,1.239269,0,0,0,1130
"2018-08-15 06:00:00",786,0.361,1.301297,0,0,0,981
"2018-08-15 07:00:00",787,78.94,284.2003,9.11,32.80349,0,779.2
"2018-08-15 08:00:00",788,871,3137.263,151.3,544.5551,0.227,539.2
"2018-08-15 09:00:00",789,3335,12004.92,655.5,2359.906,1,277.7
"2018-08-15 10:00:00",790,5149,18535.05,977,3518.064,0.028,13.96
"2018-08-15 11:00:00",791,7999,30038.13,1625,5850.373,0,-243.8
"2018-08-15 12:00:00",792,6860,24696.38,1307,4705.432,0,-466.6
"2018-08-15 13:00:00",793,7999,31504.38,1682,6055.384,0,-642.9
"2018-08-15 14:00:00",794,7999,31723.43,1711,6159.341,0,-761
"2018-08-15 15:00:00",795,7999,29535.53,1594,5740.014,0,-813
"2018-08-15 16:00:00",796,7999,32987,1767,6360.408,0,-795
"2018-08-15 17:00:00",797,6744,24279.98,1218,4384.047,0,-708.5
"2018-08-15 18:00:00",798,4515,16255.16,796.3,2866.75,0,-559.5
"2018-08-15 19:00:00",799,1954,7034.448,358.8,1291.771,0,-357.9
"2018-08-15 20:00:00",800,661.1,2380.006,110.3,397.0871,0,-115.2
"2018-08-15 21:00:00",801,32.64,117.5183,2.825,10.17026,0,148.1
"2018-08-15 22:00:00",802,0.371,1.334079,0,0,0,412.2
"2018-08-15 23:00:00",803,0.363,1.308365,0,0,0,664.8
"2018-08-16 00:00:00",804,0.358,1.288046,0,0,0,887
"2018-08-16 01:00:00",805,0.354,1.272826,0,0,0,1062
"2018-08-16 02:00:00",806,0.338,1.216913,0,0,0,1180
"2018-08-16 03:00:00",807,0.338,1.218465,0,0,0,1231
"2018-08-16 04:00:00",808,0.336,1.209995,0,0,0,1213
"2018-08-16 05:00:00",809,0.342,1.230186,0,0,0,1126
"2018-08-16 06:00:00",810,0.346,1.243879,0,0,0,976
"2018-08-16 07:00:00",811,73.98,266.3217,10.71,38.56692,0,774.5
"2018-08-16 08:00:00",812,876,3152.21,161.4,580.9581,0.314,534.2
"2018-08-16 09:00:00",813,2698,9713.129,485.5,1747.962,1,272.2
"2018-08-16 10:00:00",814,5544,19957.62,1000,3600.144,0.007,8.08
"2018-08-16 11:00:00",815,6528,23502.14,1185,4266.832,0,-249.9
"2018-08-16 12:00:00",816,7999,36421.16,1893,6814.97,0,-472.9
"2018-08-16 13:00:00",817,7999,38775.48,2028,7301.276,0,-649.2
"2018-08-16 14:00:00",818,7999,40518.97,2148,7732.717,0,-767.3
"2018-08-16 15:00:00",819,7999,30981.66,1631,5872.323,0,-819
"2018-08-16 16:00:00",820,7517,27062.91,1407,5066.384,0,-801
"2018-08-16 17:00:00",821,579.2,2085.136,92.5,332.956,0,-714.1
"2018-08-16 18:00:00",822,1984,7143.555,361.5,1301.486,0,-564.6
"2018-08-16 19:00:00",823,756.2,2722.404,134.5,484.1141,0,-362.5
"2018-08-16 20:00:00",824,571,2055.654,104,374.3606,0,-119.6
"2018-08-16 21:00:00",825,21.89,78.79295,2.157,7.763723,0,144.3
"2018-08-16 22:00:00",826,0.347,1.249823,0.29,1.042584,0,408.7
"2018-08-16 23:00:00",827,0.324,1.167711,2.879,10.36495,0,661.5
"2018-08-17 00:00:00",828,0.315,1.134834,5.104,18.3732,0,883
"2018-08-17 01:00:00",829,0.316,1.136713,2.549,9.174644,0,1059
"2018-08-17 02:00:00",830,0.307,1.106061,0.683,2.459006,0,1177
"2018-08-17 03:00:00",831,0.309,1.110674,0,0,0,1228
"2018-08-17 04:00:00",832,0.312,1.123662,0,0,0,1209
"2018-08-17 05:00:00",833,0.312,1.123024,0,0,0,1122
"2018-08-17 06:00:00",834,0.318,1.144937,0,0,0,972
"2018-08-17 07:00:00",835,90.3,325.005,16.69,60.08518,0,769.8
"2018-08-17 08:00:00",836,744.4,2679.742,141.3,508.5558,0,529
"2018-08-17 09:00:00",837,1548,5574.55,264.9,953.7041,0.787,266.7
"2018-08-17 10:00:00",838,4985,17945.29,927,3337.96,0,2.104
"2018-08-17 11:00:00",839,2868,10325.58,521.2,1876.26,0,-256.2
"2018-08-17 12:00:00",840,3642,13109.98,661,2379.548,0,-479.2
"2018-08-17 13:00:00",841,5475,19711.06,1000,3601.358,0,-655.6
"2018-08-17 14:00:00",842,6022,21678.55,1100,3959.161,0,-773.6
"2018-08-17 15:00:00",843,7860,28294.67,1438,5177.11,0,-825
"2018-08-17 16:00:00",844,5759,20733.19,1048,3772.544,0,-807
"2018-08-17 17:00:00",845,5333,19200.45,947,3409.17,0,-719.6
"2018-08-17 18:00:00",846,3007,10826.58,523.6,1884.905,0,-569.7
"2018-08-17 19:00:00",847,2392,8611.273,429.5,1546.182,0,-367.2
"2018-08-17 20:00:00",848,790.6,2846.166,136.8,492.4383,0,-124
"2018-08-17 21:00:00",849,24.03,86.50327,1.466,5.276158,0,140.6
"2018-08-17 22:00:00",850,0.332,1.195305,0.007,0.02392841,0,405.2
"2018-08-17 23:00:00",851,0.331,1.191734,0.14,0.5045807,0,658.2
"2018-08-18 00:00:00",852,0.323,1.163407,0.001,0.002317748,0,880
"2018-08-18 01:00:00",853,0.319,1.149287,0,0,0,1056
"2018-08-18 02:00:00",854,0.308,1.109825,0,0,0,1173
"2018-08-18 03:00:00",855,0.305,1.098619,0.001,0.003174503,0,1224
"2018-08-18 04:00:00",856,0.299,1.075416,0,0,0,1206
"2018-08-18 05:00:00",857,0.297,1.070145,0,0,0,1118
"2018-08-18 06:00:00",858,0.293,1.056196,0,0,0,968
"2018-08-18 07:00:00",859,35.11,126.4008,4.819,17.34684,0,764.9
"2018-08-18 08:00:00",860,778.8,2803.694,144.9,521.7615,0.267,523.7
"2018-08-18 09:00:00",861,1806,6503.367,358.4,1290.287,0.964,261
"2018-08-18 10:00:00",862,3037,10933.76,594.9,2141.476,0,-3.976
"2018-08-18 11:00:00",863,5354,19272.63,1028,3701.205,0,-262.5
"2018-08-18 12:00:00",864,2847,10249.29,497.3,1790.232,0,-485.7
"2018-08-18 13:00:00",865,2538,9136.673,425.1,1530.526,0,-662.1
"2018-08-18 14:00:00",866,1989,7159.497,365.2,1314.825,0,-780
"2018-08-18 15:00:00",867,3648,13133.74,678.2,2441.504,0,-831
"2018-08-18 16:00:00",868,4713,16967.99,867,3119.431,0,-813
"2018-08-18 17:00:00",869,2509,9031.078,417.2,1502.08,0,-725.2
"2018-08-18 18:00:00",870,2055,7397.977,350.1,1260.371,0,-574.9
"2018-08-18 19:00:00",871,1226,4414.088,206.1,742.0157,0,-372
"2018-08-18 20:00:00",872,726.8,2616.433,126.8,456.6041,0,-128.4
"2018-08-18 21:00:00",873,25.51,91.83223,1.94,6.98262,0,136.8
"2018-08-18 22:00:00",874,0.319,1.147045,0,0,0,401.7
"2018-08-18 23:00:00",875,0.306,1.103115,0,0,0,654.9
"2018-08-19 00:00:00",876,0.308,1.108491,0,0,0,877
"2018-08-19 01:00:00",877,0.307,1.103706,0,0,0,1053
"2018-08-19 02:00:00",878,0.303,1.091158,0.007,0.02554177,0,1170
"2018-08-19 03:00:00",879,0.299,1.07666,0.078,0.2791851,0,1221
"2018-08-19 04:00:00",880,0.3,1.079687,0,0,0,1202
"2018-08-19 05:00:00",881,0.298,1.071271,0,5.50944E-06,0,1114
"2018-08-19 06:00:00",882,0.302,1.086949,0,6.779199E-06,0,963
"2018-08-19 07:00:00",883,15.94,57.39683,2.988,10.75536,0,760
"2018-08-19 08:00:00",884,238,856.7662,50.1,180.3519,0,518.4
"2018-08-19 09:00:00",885,678.4,2442.196,123.6,445.0336,0.531,255.3
"2018-08-19 10:00:00",886,1918,6903.634,399,1436.542,0,-10.16
"2018-08-19 11:00:00",887,3190,11482.48,603.6,2172.963,0,-268.8
"2018-08-19 12:00:00",888,3624,13047.87,678.3,2442.02,0,-492.2
"2018-08-19 13:00:00",889,3611,12999.12,682.4,2456.554,0,-668.6
"2018-08-19 14:00:00",890,3915,14094.4,773.2,2783.532,0,-786.4
"2018-08-19 15:00:00",891,7999,29401.79,1591,5727.896,0,-838
"2018-08-19 16:00:00",892,7999,29496.5,1611,5799.086,0,-819
"2018-08-19 17:00:00",893,6671,24016.25,1313,4727.731,0,-730.7
"2018-08-19 18:00:00",894,4718,16985.79,924,3327.667,0,-580
"2018-08-19 19:00:00",895,2765,9955.054,538.5,1938.676,0,-376.7
"2018-08-19 20:00:00",896,766.6,2759.753,138.4,498.4141,0,-132.9
"2018-08-19 21:00:00",897,28.26,101.7468,1.601,5.765265,0,133.1
"2018-08-19 22:00:00",898,0.369,1.328983,0,0,0,398.1
"2018-08-19 23:00:00",899,0.373,1.3418,0,0,0,651.6
"2018-08-20 00:00:00",900,0.357,1.286936,0,0,0,874
"2018-08-20 01:00:00",901,0.347,1.249878,0,0,0,1050
"2018-08-20 02:00:00",902,0.343,1.234233,0,0,0,1167
"2018-08-20 03:00:00",903,0.331,1.190659,0,0,0,1218
"2018-08-20 04:00:00",904,0.322,1.158657,0,0,0,1198
"2018-08-20 05:00:00",905,0.313,1.127975,0,0,0,1110
"2018-08-20 06:00:00",906,0.32,1.151432,0,0,0,959
"2018-08-20 07:00:00",907,63.02,226.8651,6.677,24.03819,0,755
"2018-08-20 08:00:00",908,1137,4091.455,206.3,742.5193,0.455,512.9
"2018-08-20 09:00:00",909,3297,11868.58,645.5,2323.914,0.919,249.5
"2018-08-20 10:00:00",910,5794,20857.71,1099,3957.474,0,-16.42
"2018-08-20 11:00:00",911,7004,25213.66,1311,4718.468,0,-275.3
"2018-08-20 12:00:00",912,7999,30749.2,1623,5841.373,0,-498.7
"2018-08-20 13:00:00",913,7999,39481.16,2113,7606.558,0,-675.2
"2018-08-20 14:00:00",914,7999,39222.81,2087,7514.86,0,-792.9
"2018-08-20 15:00:00",915,7191,25889.4,1352,4866.327,0,-844
"2018-08-20 16:00:00",916,7641,27506.48,1435,5164.783,0,-825
"2018-08-20 17:00:00",917,6754,24315.8,1241,4468.658,0,-736.3
"2018-08-20 18:00:00",918,3600,12960.15,573.1,2063.108,0,-585.2
"2018-08-20 19:00:00",919,1017,3659.617,170.8,614.8507,0,-381.4
"2018-08-20 20:00:00",920,870,3132.069,151.1,543.9421,0,-137.4
"2018-08-20 21:00:00",921,13.86,49.88206,0.919,3.308226,0,129.3
"2018-08-20 22:00:00",922,0.356,1.281305,0,0,0,394.5
"2018-08-20 23:00:00",923,0.349,1.257068,0,0,0,648.2
"2018-08-21 00:00:00",924,0.346,1.245059,0,0,0,871
"2018-08-21 01:00:00",925,0.339,1.219597,0,0,0,1047
"2018-08-21 02:00:00",926,0.33,1.187467,0,0,0,1164
"2018-08-21 03:00:00",927,0.326,1.171999,0,0,0,1214
"2018-08-21 04:00:00",928,0.322,1.159159,0,0,0,1194
"2018-08-21 05:00:00",929,0.314,1.131568,0,0,0,1105
"2018-08-21 06:00:00",930,0.315,1.132623,0,0,0,954
"2018-08-21 07:00:00",931,59.2,213.1145,8.77,31.58117,0,749.8
"2018-08-21 08:00:00",932,1080,3888.406,195.2,702.7678,0.354,507.3
"2018-08-21 09:00:00",933,2474,8908.014,416.6,1499.913,0.897,243.6
"2018-08-21 10:00:00",934,3004,10813.79,483.4,1740.278,0,-22.78
"2018-08-21 11:00:00",935,5894,21219.39,985,3546.407,0,-281.8
"2018-08-21 12:00:00",936,7005,25218.2,1175,4229.629,0,-505.4
"2018-08-21 13:00:00",937,6149,22135.56,1080,3889.732,0,-681.9
"2018-08-21 14:00:00",938,6492,23373,1178,4240.124,0,-799.5
"2018-08-21 15:00:00",939,4249,15294.98,769.2,2769.167,0,-850
"2018-08-21 16:00:00",940,6789,24440.62,1158,4169.57,0,-831
"2018-08-21 17:00:00",941,6167,22202.59,1109,3993.132,0,-742
"2018-08-21 18:00:00",942,1056,3799.959,161.3,580.732,0,-590.4
"2018-08-21 19:00:00",943,1414,5089.421,247.1,889.7051,0,-386.2
"2018-08-21 20:00:00",944,666,2397.75,116,417.6515,0,-141.9
"2018-08-21 21:00:00",945,21.28,76.60765,2.683,9.657518,0,125.5
"2018-08-21 22:00:00",946,0.342,1.23056,0,0,0,390.9
"2018-08-21 23:00:00",947,0.327,1.177484,0,0,0,644.8
"2018-08-22 00:00:00",948,0.311,1.118731,0,0,0,867
"2018-08-22 01:00:00",949,0.31,1.115151,0,0,0,1043
"2018-08-22 02:00:00",950,0.302,1.087335,0,0,0,1160
"2018-08-22 03:00:00",951,0.299,1.076225,0,0,0,1210
"2018-08-22 04:00:00",952,0.301,1.08191,0,0,0,1190
"2018-08-22 05:00:00",953,0.298,1.074333,0,0,0,1101
"2018-08-22 06:00:00",954,0.295,1.063195,0.005,0.01861895,0,949
"2018-08-22 07:00:00",955,19.56,70.40664,2.742,9.871533,0,744.6
"2018-08-22 08:00:00",956,402.2,1447.747,78.5,282.5981,0.095,501.6
"2018-08-22 09:00:00",957,1794,6457.472,341.2,1228.477,0.874,237.6
"2018-08-22 10:00:00",958,4283,15418.04,834,3002.042,0,-29.24
"2018-08-22 11:00:00",959,5930,21347.61,1148,4132.66,0,-288.5
"2018-08-22 12:00:00",960,6395,23021,1221,4394.467,0,-512.1
"2018-08-22 13:00:00",961,6795,24461.3,1337,4812.496,0,-688.6
"2018-08-22 14:00:00",962,6300,22679.79,1198,4312.786,0,-806
"2018-08-22 15:00:00",963,7999,33285.1,1801,6483.532,0,-857
"2018-08-22 16:00:00",964,7999,28915.26,1554,5593.592,0,-837
"2018-08-22 17:00:00",965,6239,22460.29,1203,4330.804,0,-747.6
"2018-08-22 18:00:00",966,3964,14272,736.8,2652.359,0,-595.6
"2018-08-22 19:00:00",967,2710,9756.089,523.3,1884.034,0,-390.9
"2018-08-22 20:00:00",968,821,2956.761,152.8,549.9347,0,-146.4
"2018-08-22 21:00:00",969,21.44,77.17325,0.914,3.289874,0,121.7
"2018-08-22 22:00:00",970,0.39,1.40338,0,0,0,387.3
"2018-08-22 23:00:00",971,0.373,1.342722,0,0,0,641.4
"2018-08-23 00:00:00",972,0.39,1.402259,0,0,0,864
"2018-08-23 01:00:00",973,0.397,1.428125,0,0,0,1040
"2018-08-23 02:00:00",974,0.396,1.424464,0,0,0,1157
"2018-08-23 03:00:00",975,0.389,1.399864,0,0,0,1207
"2018-08-23 04:00:00",976,0.38,1.369257,0,0,0,1186
"2018-08-23 05:00:00",977,0.375,1.349514,0,0,0,1097
"2018-08-23 06:00:00",978,0.372,1.338177,0,0,0,944
"2018-08-23 07:00:00",979,63.86,229.8804,6.017,21.66077,0,739.2
"2018-08-23 08:00:00",980,1194,4299.572,211.7,762.1082,0.521,495.9
"2018-08-23 09:00:00",981,3687,13274.13,703.7,2533.254,0.851,231.5
"2018-08-23 10:00:00",982,6321,22754.92,1191,4288.34,0,-35.79
"2018-08-23 11:00:00",983,7999,31002.65,1641,5905.975,0,-295.1
"2018-08-23 12:00:00",984,7999,37135.34,2016,7257.677,0,-518.9
"2018-08-23 13:00:00",985,7999,39418.73,2148,7732.452,0,-695.3
"2018-08-23 14:00:00",986,7999,32734.46,1780,6409.607,0,-813
"2018-08-23 15:00:00",987,7795,28062.94,1522,5478.813,0,-863
"2018-08-23 16:00:00",988,7999,37026.36,1985,7147.606,0,-843
"2018-08-23 17:00:00",989,7999,30084.42,1580,5689.695,0,-753.2
"2018-08-23 18:00:00",990,5838,21015.33,1103,3971.962,0,-600.8
"2018-08-23 19:00:00",991,3421,12317.07,638.6,2298.878,0,-395.7
"2018-08-23 20:00:00",992,781.9,2814.927,129,464.3351,0,-150.9
"2018-08-23 21:00:00",993,19.8,71.26691,0.435,1.565403,0,117.9
"2018-08-23 22:00:00",994,0.427,1.538135,0,0,0,383.6
"2018-08-23 23:00:00",995,0.41,1.475921,0,0,0,637.9
"2018-08-24 00:00:00",996,0.403,1.451772,0,0,0,861
"2018-08-24 01:00:00",997,0.393,1.413313,0,0,0,1036
"2018-08-24 02:00:00",998,0.39,1.4047,0,0,0,1153
"2018-08-24 03:00:00",999,0.385,1.38711,0,0,0,1203
"2018-08-24 04:00:00",1000,0.381,1.372732,0,0,0,1182
"2018-08-24 05:00:00",1001,0.375,1.349343,0,0,0,1092
"2018-08-24 06:00:00",1002,0.373,1.344329,0,0,0,939
"2018-08-24 07:00:00",1003,53.76,193.5381,3.522,12.67912,0,733.8
"2018-08-24 08:00:00",1004,1260,4535.703,216.7,780.0345,0.499,490
"2018-08-24 09:00:00",1005,3770,13573.58,706.1,2541.851,0.817,225.3
"2018-08-24 10:00:00",1006,6324,22768.14,1185,4264.404,0,-42.42
"2018-08-24 11:00:00",1007,7999,30938.8,1631,5870.234,0,-301.9
"2018-08-24 12:00:00",1008,7999,37293.82,2014,7248.891,0,-525.7
"2018-08-24 13:00:00",1009,7999,38897.32,2115,7612.609,0,-702.1
"2018-08-24 14:00:00",1010,7999,40894.52,2231,8031.31,0,-819
"2018-08-24 15:00:00",1011,7999,37973.8,2036,7329.559,0,-869
"2018-08-24 16:00:00",1012,7999,36987.07,1971,7096.873,0,-849
"2018-08-24 17:00:00",1013,7999,30080.45,1537,5533.91,0,-758.9
"2018-08-24 18:00:00",1014,5466,19677.42,984,3543.538,0,-606
"2018-08-24 19:00:00",1015,2515,9055.676,468.6,1686.814,0,-400.5
"2018-08-24 20:00:00",1016,621.9,2239.013,104.9,377.4785,0,-155.3
"2018-08-24 21:00:00",1017,11.2,40.33358,0.049,0.1747818,0,114
"2018-08-24 22:00:00",1018,0.405,1.459648,0,0,0,379.9
"2018-08-24 23:00:00",1019,0.394,1.417152,0,0,0,634.4
"2018-08-25 00:00:00",1020,0.381,1.371039,0,0,0,857
"2018-08-25 01:00:00",1021,0.366,1.315878,0,0,0,1033
"2018-08-25 02:00:00",1022,0.371,1.334105,0,0,0,1150
"2018-08-25 03:00:00",1023,0.362,1.303323,0,0,0,1199
"2018-08-25 04:00:00",1024,0.352,1.268458,0,0,0,1178
"2018-08-25 05:00:00",1025,0.373,1.341056,0,0,0,1087
"2018-08-25 06:00:00",1026,0.369,1.330182,0,0,0,934
"2018-08-25 07:00:00",1027,25.43,91.53791,1.927,6.93888,0,728.3
"2018-08-25 08:00:00",1028,526.5,1895.224,97.9,352.4034,0.098,484.1
"2018-08-25 09:00:00",1029,1320,4752.988,241.6,869.9278,0.789,219.1
"2018-08-25 10:00:00",1030,3576,12874.78,653.4,2352.361,0,-49.13
"2018-08-25 11:00:00",1031,7518,27065.17,1409,5073.612,0,-308.7
"2018-08-25 12:00:00",1032,4328,15579.64,789.7,2842.844,0,-532.6
"2018-08-25 13:00:00",1033,7999,30867.42,1579,5685.145,0,-709
"2018-08-25 14:00:00",1034,5516,19857.19,1014,3652.18,0,-826
"2018-08-25 15:00:00",1035,7999,30307.75,1551,5582.642,0,-876
"2018-08-25 16:00:00",1036,2556,9201.966,451.7,1625.988,0,-855
"2018-08-25 17:00:00",1037,2376,8554.95,405.6,1460.22,0,-764.6
"2018-08-25 18:00:00",1038,2921,10517.03,508.6,1830.78,0,-611.3
"2018-08-25 19:00:00",1039,2085,7506.446,365.9,1317.074,0,-405.3
"2018-08-25 20:00:00",1040,715.4,2575.452,114.3,411.3965,0,-159.8
"2018-08-25 21:00:00",1041,11.83,42.5703,0.519,1.866967,0,110.1
"2018-08-25 22:00:00",1042,0.373,1.342366,0,0,0,376.3
"2018-08-25 23:00:00",1043,0.381,1.372292,0,0,0,630.9
"2018-08-26 00:00:00",1044,0.365,1.312816,0,0,0,854
"2018-08-26 01:00:00",1045,0.344,1.237323,0,0,0,1029
"2018-08-26 02:00:00",1046,0.335,1.204783,0,0,0,1146
"2018-08-26 03:00:00",1047,0.331,1.192817,0,0,0,1195
"2018-08-26 04:00:00",1048,0.328,1.181496,0,0,0,1173
"2018-08-26 05:00:00",1049,0.328,1.181664,0,0,0,1083
"2018-08-26 06:00:00",1050,0.32,1.150781,0.003,0.01049906,0,929
"2018-08-26 07:00:00",1051,13.75,49.4901,2.738,9.857639,0,722.6
"2018-08-26 08:00:00",1052,493.9,1778.164,98.4,354.2871,0.026,478
"2018-08-26 09:00:00",1053,649.6,2338.573,120.1,432.3019,0.618,212.7
"2018-08-26 10:00:00",1054,2092,7529.612,375.1,1350.234,0,-55.93
"2018-08-26 11:00:00",1055,3023,10884,557.3,2006.196,0,-315.6
"2018-08-26 12:00:00",1056,2537,9132.757,423.9,1526.16,0,-539.5
"2018-08-26 13:00:00",1057,2574,9265.01,412.7,1485.835,0,-715.8
"2018-08-26 14:00:00",1058,4936,17768.05,893,3216.011,0,-833
"2018-08-26 15:00:00",1059,3814,13729.08,645.4,2323.599,0,-882
"2018-08-26 16:00:00",1060,2793,10053.23,494.9,1781.641,0,-861
"2018-08-26 17:00:00",1061,2078,7482.471,376,1353.757,0,-770.2
"2018-08-26 18:00:00",1062,2096,7544.609,375.8,1352.929,0,-616.5
"2018-08-26 19:00:00",1063,1789,6439.298,308.6,1110.986,0,-410
"2018-08-26 20:00:00",1064,363.3,1307.802,51.42,185.1071,0,-164.2
"2018-08-26 21:00:00",1065,5.25,18.89947,0.001,0.00327389,0,106.1
"2018-08-26 22:00:00",1066,0.324,1.16492,0,0,0,372.5
"2018-08-26 23:00:00",1067,0.322,1.15883,0,0,0,627.3
"2018-08-27 00:00:00",1068,0.318,1.145421,0,0,0,850
"2018-08-27 01:00:00",1069,0.312,1.122876,0,0,0,1026
"2018-08-27 02:00:00",1070,0.32,1.153365,0,0,0,1142
"2018-08-27 03:00:00",1071,0.32,1.153748,0,0,0,1191
"2018-08-27 04:00:00",1072,0.311,1.118916,0,0,0,1169
"2018-08-27 05:00:00",1073,0.306,1.100103,0,0,0,1078
"2018-08-27 06:00:00",1074,0.31,1.117512,0,0,0,924
"2018-08-27 07:00:00",1075,28.42,102.3169,1.959,7.051687,0,716.9
"2018-08-27 08:00:00",1076,710.3,2557.144,124.3,447.6385,0.287,471.9
"2018-08-27 09:00:00",1077,1858,6687.037,320.4,1153.476,0.756,206.3
"2018-08-27 10:00:00",1078,2449,8818.192,440.4,1585.54,0,-62.8
"2018-08-27 11:00:00",1079,6027,21697.71,1147,4130.532,0,-322.5
"2018-08-27 12:00:00",1080,7999,30068.42,1575,5670.588,0,-546.5
"2018-08-27 13:00:00",1081,7999,29852.43,1488,5358.034,0,-722.8
"2018-08-27 14:00:00",1082,7999,36762.02,1874,6748.041,0,-839
"2018-08-27 15:00:00",1083,6445,23203.26,1166,4196.53,0,-889
"2018-08-27 16:00:00",1084,7999,34536.36,1764,6349.277,0,-867
"2018-08-27 17:00:00",1085,2212,7963.32,379,1364.567,0,-775.9
"2018-08-27 18:00:00",1086,1723,6202.507,280.6,1010.209,0,-621.7
"2018-08-27 19:00:00",1087,2781,10010.81,501.1,1803.853,0,-414.8
"2018-08-27 20:00:00",1088,929,3345.809,170.3,613.0278,0,-168.6
"2018-08-27 21:00:00",1089,12.27,44.17794,1.3,4.679999,0,102.1
"2018-08-27 22:00:00",1090,0.369,1.32939,0,0,0,368.8
"2018-08-27 23:00:00",1091,0.365,1.313848,0,0,0,623.8
"2018-08-28 00:00:00",1092,0.35,1.258341,0,0,0,847
"2018-08-28 01:00:00",1093,0.355,1.278347,0,0,0,1022
"2018-08-28 02:00:00",1094,0.347,1.249698,0,0,0,1138
"2018-08-28 03:00:00",1095,0.34,1.222694,0,0,0,1187
"2018-08-28 04:00:00",1096,0.335,1.204324,0,0,0,1165
"2018-08-28 05:00:00",1097,0.335,1.20443,0,0,0,1073
"2018-08-28 06:00:00",1098,0.327,1.17887,0,0,0,918
"2018-08-28 07:00:00",1099,36.83,132.5989,2.977,10.71853,0,711.1
"2018-08-28 08:00:00",1100,975,3508.306,164.4,591.9047,0.459,465.7
"2018-08-28 09:00:00",1101,3226,11614.45,603.3,2171.715,0.731,199.9
"2018-08-28 10:00:00",1102,5726,20614.03,1097,3948.706,0,-69.75
"2018-08-28 11:00:00",1103,7999,28847.26,1536,5528.851,0,-329.6
"2018-08-28 12:00:00",1104,7999,34819.05,1854,6674.305,0,-553.5
"2018-08-28 13:00:00",1105,7999,37099.21,1966,7075.897,0,-729.7
"2018-08-28 14:00:00",1106,7897,28428.9,1461,5259.57,0,-846
"2018-08-28 15:00:00",1107,7999,35076.46,1764,6349.463,0,-895
"2018-08-28 16:00:00",1108,7999,32856.5,1591,5727.008,0,-873
"2018-08-28 17:00:00",1109,7635,27484.8,1231,4430.98,0,-781.6
"2018-08-28 18:00:00",1110,5121,18435.11,749.9,2699.764,0,-626.9
"2018-08-28 19:00:00",1111,2643,9513.736,464.8,1673.198,0,-419.6
"2018-08-28 20:00:00",1112,599.4,2157.746,103.8,373.6381,0,-173.1
"2018-08-28 21:00:00",1113,7.798,28.07314,0,0,0,98.1
"2018-08-28 22:00:00",1114,0.39,1.40459,0,0,0,365
"2018-08-28 23:00:00",1115,0.381,1.372789,0,0,0,620.1
"2018-08-29 00:00:00",1116,0.378,1.361642,0,0,0,843
"2018-08-29 01:00:00",1117,0.369,1.326918,0,0,0,1019
"2018-08-29 02:00:00",1118,0.365,1.314682,0,0,0,1134
"2018-08-29 03:00:00",1119,0.348,1.25361,0,0,0,1183
"2018-08-29 04:00:00",1120,0.355,1.277091,0,0,0,1160
"2018-08-29 05:00:00",1121,0.349,1.256781,0,0,0,1068
"2018-08-29 06:00:00",1122,0.348,1.253767,0,0,0,913
